id,order_id,product_variant_id,quantity,unit_price,icms_rate,ipi_rate,line_total,id_variant,product_id,id_order,placed_at,status,ano_mes
78640,26038,486,4,1758.87,18.0,0.0,7035.48,486,240,26038,2024-05-10 13:51:03,paid,2024-05
79409,26286,486,9,1758.87,18.0,0.0,15829.83,486,240,26286,2020-03-22 03:16:16,paid,2020-03
79762,26407,486,7,1758.87,18.0,0.0,12312.09,486,240,26407,2022-12-08 05:24:32,paid,2022-12
79778,26411,147,8,3400.77,17.0,5.0,27206.16,147,74,26411,2020-11-18 00:42:54,paid,2020-11
79787,26414,147,8,3400.77,17.0,5.0,27206.16,147,74,26414,2021-10-13 18:25:45,paid,2021-10
79823,26425,486,7,1758.87,18.0,0.0,12312.09,486,240,26425,2024-11-30 03:38:04,paid,2024-11
79987,26477,148,6,1235.13,17.0,10.0,7410.78,148,74,26477,2025-10-28 02:18:18,paid,2025-10
80309,26594,147,1,3400.77,17.0,5.0,3400.77,147,74,26594,2021-03-04 19:55:54,paid,2021-03
80765,26740,148,5,1235.13,17.0,10.0,6175.65,148,74,26740,2026-04-25 19:29:04,draft,2026-04
80834,26763,148,1,1235.13,17.0,10.0,1235.13,148,74,26763,2024-03-10 03:09:36,paid,2024-03
80894,26780,486,6,1758.87,18.0,0.0,10553.22,486,240,26780,2026-03-09 09:05:38,paid,2026-03
80914,26788,147,3,3400.77,17.0,5.0,10202.31,147,74,26788,2025-11-17 18:32:26,paid,2025-11
81173,26866,147,1,3400.77,17.0,5.0,3400.77,147,74,26866,2022-12-27 17:54:06,confirmed,2022-12
81610,27011,148,6,1235.13,17.0,10.0,7410.78,148,74,27011,2026-07-01 17:42:35,confirmed,2026-07
82264,27237,486,2,1758.87,18.0,0.0,3517.74,486,240,27237,2024-03-14 21:10:46,paid,2024-03
82347,27261,486,2,1758.87,18.0,0.0,3517.74,486,240,27261,2026-05-20 09:32:28,paid,2026-05
82935,27449,486,8,1758.87,18.0,0.0,14070.96,486,240,27449,2024-03-06 18:05:59,paid,2024-03
83114,27513,147,9,3400.77,17.0,5.0,30606.93,147,74,27513,2022-02-07 20:15:33,paid,2022-02
83172,27533,148,8,1235.13,17.0,10.0,9881.04,148,74,27533,2026-12-18 00:25:36,confirmed,2026-12
83384,27608,486,8,1758.87,18.0,0.0,14070.96,486,240,27608,2023-05-02 01:54:59,draft,2023-05
83588,27671,148,2,1235.13,17.0,10.0,2470.26,148,74,27671,2026-05-09 00:06:28,paid,2026-05
83591,27671,147,7,3400.77,17.0,5.0,23805.39,147,74,27671,2026-05-09 00:06:28,paid,2026-05
83716,27710,147,6,3400.77,17.0,5.0,20404.62,147,74,27710,2020-04-01 15:32:10,confirmed,2020-04
83924,27779,147,1,3400.77,17.0,5.0,3400.77,147,74,27779,2024-05-25 15:09:46,paid,2024-05
84402,27931,147,8,3400.77,17.0,5.0,27206.16,147,74,27931,2026-01-15 14:19:53,paid,2026-01
84763,28052,147,2,3400.77,17.0,5.0,6801.54,147,74,28052,2025-01-04 12:01:36,paid,2025-01
84812,28068,486,4,1758.87,18.0,0.0,7035.48,486,240,28068,2025-12-02 18:39:37,paid,2025-12
85039,28142,147,3,3400.77,17.0,5.0,10202.31,147,74,28142,2020-05-28 21:52:08,confirmed,2020-05
85044,28143,147,2,3400.77,17.0,5.0,6801.54,147,74,28143,2022-11-02 17:21:26,cancelled,2022-11
85620,28345,147,10,3400.77,17.0,5.0,34007.7,147,74,28345,2025-01-03 01:42:47,paid,2025-01
85833,28411,148,5,1235.13,17.0,10.0,6175.65,148,74,28411,2026-12-22 16:29:51,paid,2026-12
86278,28554,148,4,1235.13,17.0,10.0,4940.52,148,74,28554,2021-04-05 12:57:26,paid,2021-04
86571,28653,148,9,1235.13,17.0,10.0,11116.17,148,74,28653,2026-12-14 18:56:37,paid,2026-12
87232,28881,148,3,1235.13,17.0,10.0,3705.39,148,74,28881,2021-01-11 09:42:24,paid,2021-01
87239,28883,486,10,1758.87,18.0,0.0,17588.7,486,240,28883,2025-01-24 16:47:13,paid,2025-01
87364,28924,147,6,3400.77,17.0,5.0,20404.62,147,74,28924,2023-01-06 01:07:19,paid,2023-01
87795,29077,147,2,3400.77,17.0,5.0,6801.54,147,74,29077,2025-02-12 19:46:39,confirmed,2025-02
88365,29282,147,1,3400.77,17.0,5.0,3400.77,147,74,29282,2025-12-29 15:16:07,paid,2025-12
88420,29299,148,9,1235.13,17.0,10.0,11116.17,148,74,29299,2023-11-05 16:35:48,paid,2023-11
89215,29569,486,9,1758.87,18.0,0.0,15829.83,486,240,29569,2020-09-21 16:23:39,paid,2020-09
89561,29688,486,10,1758.87,18.0,0.0,17588.7,486,240,29688,2024-12-08 13:28:29,cancelled,2024-12
89602,29700,148,2,1235.13,17.0,10.0,2470.26,148,74,29700,2021-11-23 10:35:37,paid,2021-11
90378,29966,148,5,1235.13,17.0,10.0,6175.65,148,74,29966,2024-11-23 19:41:43,paid,2024-11
90526,30017,148,10,1235.13,17.0,10.0,12351.3,148,74,30017,2023-04-08 18:50:39,paid,2023-04
90705,30076,147,3,3400.77,17.0,5.0,10202.31,147,74,30076,2025-04-14 06:38:50,paid,2025-04
90984,30167,148,3,1235.13,17.0,10.0,3705.39,148,74,30167,2024-12-02 08:50:00,paid,2024-12
91083,30201,148,4,1235.13,17.0,10.0,4940.52,148,74,30201,2026-05-25 14:08:56,draft,2026-05
92125,30558,148,9,1235.13,17.0,10.0,11116.17,148,74,30558,2026-01-03 20:48:58,paid,2026-01
92420,30650,486,8,1758.87,18.0,0.0,14070.96,486,240,30650,2023-02-26 00:53:44,paid,2023-02
92801,30777,148,7,1235.13,17.0,10.0,8645.91,148,74,30777,2023-12-16 18:26:13,paid,2023-12
93080,30871,147,9,3400.77,17.0,5.0,30606.93,147,74,30871,2026-07-11 07:58:27,confirmed,2026-07
93241,30926,486,3,1758.87,18.0,0.0,5276.61,486,240,30926,2026-08-16 04:56:44,paid,2026-08
93529,31025,148,3,1235.13,17.0,10.0,3705.39,148,74,31025,2022-12-21 01:38:19,paid,2022-12
93953,31167,486,6,1758.87,18.0,0.0,10553.22,486,240,31167,2021-02-07 14:31:23,paid,2021-02
94032,31198,148,10,1235.13,17.0,10.0,12351.3,148,74,31198,2022-11-21 21:09:01,confirmed,2022-11
94113,31225,486,2,1758.87,18.0,0.0,3517.74,486,240,31225,2023-10-26 22:33:18,paid,2023-10
94187,31249,148,7,1235.13,17.0,10.0,8645.91,148,74,31249,2025-11-13 07:55:55,confirmed,2025-11
94451,31333,486,8,1758.87,18.0,0.0,14070.96,486,240,31333,2021-10-17 15:58:08,paid,2021-10
94595,31383,486,4,1758.87,18.0,0.0,7035.48,486,240,31383,2025-03-10 04:22:44,cancelled,2025-03
94922,31485,486,8,1758.87,18.0,0.0,14070.96,486,240,31485,2024-03-13 20:46:12,paid,2024-03
95010,31515,148,3,1235.13,17.0,10.0,3705.39,148,74,31515,2026-10-16 02:37:26,paid,2026-10
95853,31788,147,4,3400.77,17.0,5.0,13603.08,147,74,31788,2022-02-13 13:51:20,paid,2022-02
96699,32082,147,8,3400.77,17.0,5.0,27206.16,147,74,32082,2023-12-13 11:16:30,paid,2023-12
97241,32259,147,9,3400.77,17.0,5.0,30606.93,147,74,32259,2021-01-29 16:24:09,paid,2021-01
97684,32406,147,7,3400.77,17.0,5.0,23805.39,147,74,32406,2025-06-26 22:24:14,paid,2025-06
97804,32441,147,10,3400.77,17.0,5.0,34007.7,147,74,32441,2022-10-29 13:46:11,paid,2022-10
98144,32547,147,6,3400.77,17.0,5.0,20404.62,147,74,32547,2026-10-10 07:21:38,cancelled,2026-10
98961,32810,147,6,3400.77,17.0,5.0,20404.62,147,74,32810,2023-03-28 20:42:33,paid,2023-03
99156,32876,147,2,3400.77,17.0,5.0,6801.54,147,74,32876,2025-03-24 03:00:18,paid,2025-03
99773,33082,486,3,1758.87,18.0,0.0,5276.61,486,240,33082,2025-05-31 15:35:17,paid,2025-05
100689,33397,147,7,3400.77,17.0,5.0,23805.39,147,74,33397,2021-03-31 16:52:10,paid,2021-03
101051,33516,147,1,3400.77,17.0,5.0,3400.77,147,74,33516,2026-01-02 10:25:21,paid,2026-01
101546,33673,147,10,3400.77,17.0,5.0,34007.7,147,74,33673,2024-03-10 13:29:41,paid,2024-03
101958,33812,486,8,1758.87,18.0,0.0,14070.96,486,240,33812,2023-10-04 17:21:43,paid,2023-10
101984,33821,147,9,3400.77,17.0,5.0,30606.93,147,74,33821,2022-04-22 21:45:37,cancelled,2022-04
102421,33969,486,2,1758.87,18.0,0.0,3517.74,486,240,33969,2024-07-29 13:49:57,cancelled,2024-07
103029,34173,147,4,3400.77,17.0,5.0,13603.08,147,74,34173,2024-11-05 22:35:24,cancelled,2024-11
103230,34239,148,4,1235.13,17.0,10.0,4940.52,148,74,34239,2022-01-11 18:40:39,draft,2022-01
103970,34484,148,4,1235.13,17.0,10.0,4940.52,148,74,34484,2026-02-23 22:53:02,paid,2026-02
104659,34727,147,7,3400.77,17.0,5.0,23805.39,147,74,34727,2024-11-16 02:56:55,paid,2024-11
104869,34797,147,8,3400.77,17.0,5.0,27206.16,147,74,34797,2026-02-01 04:55:25,cancelled,2026-02
104891,34803,486,8,1758.87,18.0,0.0,14070.96,486,240,34803,2025-02-03 19:27:09,confirmed,2025-02
105504,35012,486,10,1758.87,18.0,0.0,17588.7,486,240,35012,2025-01-28 19:06:30,paid,2025-01
106656,35407,148,4,1235.13,17.0,10.0,4940.52,148,74,35407,2023-04-09 08:47:52,confirmed,2023-04
106845,35475,147,7,3400.77,17.0,5.0,23805.39,147,74,35475,2026-03-17 16:11:37,paid,2026-03
106881,35489,147,8,3400.77,17.0,5.0,27206.16,147,74,35489,2025-04-11 02:02:50,paid,2025-04
106977,35520,486,1,1758.87,18.0,0.0,1758.87,486,240,35520,2026-03-23 08:08:13,paid,2026-03
107299,35633,148,10,1235.13,17.0,10.0,12351.3,148,74,35633,2025-10-21 01:36:29,paid,2025-10
107563,35722,147,4,3400.77,17.0,5.0,13603.08,147,74,35722,2025-01-06 14:46:40,draft,2025-01
108663,36093,486,1,1758.87,18.0,0.0,1758.87,486,240,36093,2026-02-23 21:44:27,paid,2026-02
108764,36126,486,7,1758.87,18.0,0.0,12312.09,486,240,36126,2025-04-10 05:56:12,paid,2025-04
109496,36370,148,3,1235.13,17.0,10.0,3705.39,148,74,36370,2026-02-07 06:38:29,paid,2026-02
109944,36516,147,4,3400.77,17.0,5.0,13603.08,147,74,36516,2025-02-07 18:13:31,paid,2025-02
109984,36530,147,4,3400.77,17.0,5.0,13603.08,147,74,36530,2026-10-28 07:35:36,confirmed,2026-10
110110,36571,148,4,1235.13,17.0,10.0,4940.52,148,74,36571,2024-11-29 10:04:21,paid,2024-11
110861,36822,148,4,1235.13,17.0,10.0,4940.52,148,74,36822,2025-02-19 22:45:07,paid,2025-02
111207,36944,147,4,3400.77,17.0,5.0,13603.08,147,74,36944,2023-03-19 08:04:32,paid,2023-03
111899,37180,148,2,1235.13,17.0,10.0,2470.26,148,74,37180,2024-02-17 20:55:55,paid,2024-02
112111,37243,148,2,1235.13,17.0,10.0,2470.26,148,74,37243,2024-06-27 22:14:28,paid,2024-06
112280,37306,147,1,3400.77,17.0,5.0,3400.77,147,74,37306,2022-11-02 19:42:55,confirmed,2022-11
112527,37386,486,3,1758.87,18.0,0.0,5276.61,486,240,37386,2021-02-14 07:57:35,confirmed,2021-02
112796,37480,148,9,1235.13,17.0,10.0,11116.17,148,74,37480,2020-04-26 11:49:41,paid,2020-04
112906,37521,147,7,3400.77,17.0,5.0,23805.39,147,74,37521,2025-01-11 06:54:26,paid,2025-01
113149,37597,486,9,1758.87,18.0,0.0,15829.83,486,240,37597,2020-11-15 13:25:30,paid,2020-11
113390,37672,147,9,3400.77,17.0,5.0,30606.93,147,74,37672,2024-10-19 00:34:39,confirmed,2024-10
113557,37736,148,7,1235.13,17.0,10.0,8645.91,148,74,37736,2022-03-31 21:29:02,paid,2022-03
113708,37780,486,4,1758.87,18.0,0.0,7035.48,486,240,37780,2026-12-11 18:32:38,confirmed,2026-12
113910,37850,148,8,1235.13,17.0,10.0,9881.04,148,74,37850,2022-06-14 04:56:32,paid,2022-06
114482,38029,486,2,1758.87,18.0,0.0,3517.74,486,240,38029,2026-03-16 13:09:57,paid,2026-03
114595,38062,147,10,3400.77,17.0,5.0,34007.7,147,74,38062,2026-01-21 11:33:30,paid,2026-01
114631,38076,148,3,1235.13,17.0,10.0,3705.39,148,74,38076,2025-03-28 00:31:20,confirmed,2025-03
114764,38125,147,10,3400.77,17.0,5.0,34007.7,147,74,38125,2023-02-13 02:26:32,cancelled,2023-02
114886,38163,486,4,1758.87,18.0,0.0,7035.48,486,240,38163,2023-09-13 22:24:58,confirmed,2023-09
114981,38193,148,1,1235.13,17.0,10.0,1235.13,148,74,38193,2022-08-09 23:18:36,confirmed,2022-08
115137,38243,147,8,3400.77,17.0,5.0,27206.16,147,74,38243,2022-10-29 23:28:53,paid,2022-10
115662,38438,147,7,3400.77,17.0,5.0,23805.39,147,74,38438,2024-02-25 06:34:51,paid,2024-02
115796,38480,486,8,1758.87,18.0,0.0,14070.96,486,240,38480,2021-03-11 21:58:46,paid,2021-03
116413,38691,147,4,3400.77,17.0,5.0,13603.08,147,74,38691,2024-06-14 06:32:42,paid,2024-06
116441,38699,148,3,1235.13,17.0,10.0,3705.39,148,74,38699,2023-03-08 21:08:43,paid,2023-03
116705,38798,148,2,1235.13,17.0,10.0,2470.26,148,74,38798,2025-03-16 01:11:54,paid,2025-03
117269,38980,147,7,3400.77,17.0,5.0,23805.39,147,74,38980,2026-06-04 18:20:53,cancelled,2026-06
117651,39104,486,7,1758.87,18.0,0.0,12312.09,486,240,39104,2026-11-06 13:22:39,cancelled,2026-11
117928,39196,486,1,1758.87,18.0,0.0,1758.87,486,240,39196,2026-08-25 07:26:01,paid,2026-08
118079,39244,148,1,1235.13,17.0,10.0,1235.13,148,74,39244,2021-06-22 08:01:19,paid,2021-06
118166,39273,148,6,1235.13,17.0,10.0,7410.78,148,74,39273,2023-03-14 23:47:47,paid,2023-03
118560,39407,147,4,3400.77,17.0,5.0,13603.08,147,74,39407,2026-12-30 03:23:25,paid,2026-12
119477,39718,148,9,1235.13,17.0,10.0,11116.17,148,74,39718,2023-11-23 02:22:28,paid,2023-11
119638,39769,147,7,3400.77,17.0,5.0,23805.39,147,74,39769,2026-11-16 12:35:00,draft,2026-11
119736,39801,148,3,1235.13,17.0,10.0,3705.39,148,74,39801,2022-10-03 20:10:07,paid,2022-10
119769,39812,148,7,1235.13,17.0,10.0,8645.91,148,74,39812,2026-08-18 10:57:02,paid,2026-08
120031,39896,148,6,1235.13,17.0,10.0,7410.78,148,74,39896,2025-03-20 08:34:07,paid,2025-03
120661,40102,147,4,3400.77,17.0,5.0,13603.08,147,74,40102,2024-01-12 16:43:00,paid,2024-01
120937,40197,486,10,1758.87,18.0,0.0,17588.7,486,240,40197,2021-02-25 11:27:57,paid,2021-02
121410,40350,147,5,3400.77,17.0,5.0,17003.85,147,74,40350,2025-08-15 22:26:51,confirmed,2025-08
121472,40377,486,9,1758.87,18.0,0.0,15829.83,486,240,40377,2025-11-12 07:12:54,confirmed,2025-11
121523,40397,486,10,1758.87,18.0,0.0,17588.7,486,240,40397,2025-09-15 00:24:23,paid,2025-09
121642,40433,148,1,1235.13,17.0,10.0,1235.13,148,74,40433,2025-04-30 03:45:44,paid,2025-04
121706,40453,148,5,1235.13,17.0,10.0,6175.65,148,74,40453,2021-03-29 16:29:51,paid,2021-03
121736,40463,486,1,1758.87,18.0,0.0,1758.87,486,240,40463,2024-10-06 17:28:42,paid,2024-10
121848,40504,147,10,3400.77,17.0,5.0,34007.7,147,74,40504,2023-02-04 07:48:12,paid,2023-02
122322,40664,147,1,3400.77,17.0,5.0,3400.77,147,74,40664,2026-06-30 04:07:58,paid,2026-06
122541,40731,147,8,3400.77,17.0,5.0,27206.16,147,74,40731,2026-01-09 18:18:09,paid,2026-01
122992,40875,148,1,1235.13,17.0,10.0,1235.13,148,74,40875,2020-03-13 15:22:23,paid,2020-03
123197,40945,148,7,1235.13,17.0,10.0,8645.91,148,74,40945,2022-12-22 07:33:53,paid,2022-12
123516,41051,147,7,3400.77,17.0,5.0,23805.39,147,74,41051,2023-09-09 02:48:40,confirmed,2023-09
123997,41207,486,5,1758.87,18.0,0.0,8794.35,486,240,41207,2026-11-01 08:09:19,confirmed,2026-11
124476,41361,147,10,3400.77,17.0,5.0,34007.7,147,74,41361,2021-12-14 06:29:48,paid,2021-12
124543,41383,148,2,1235.13,17.0,10.0,2470.26,148,74,41383,2024-02-10 21:11:14,paid,2024-02
124714,41441,486,9,1758.87,18.0,0.0,15829.83,486,240,41441,2026-12-02 12:59:40,paid,2026-12
125353,41656,486,8,1758.87,18.0,0.0,14070.96,486,240,41656,2023-04-18 11:40:28,paid,2023-04
125412,41676,486,6,1758.87,18.0,0.0,10553.22,486,240,41676,2024-01-18 00:45:43,paid,2024-01
125470,41697,148,6,1235.13,17.0,10.0,7410.78,148,74,41697,2021-05-16 21:48:58,paid,2021-05
125872,41833,147,5,3400.77,17.0,5.0,17003.85,147,74,41833,2020-04-12 04:15:50,paid,2020-04
125940,41853,148,9,1235.13,17.0,10.0,11116.17,148,74,41853,2026-09-13 12:12:43,paid,2026-09
126095,41904,148,3,1235.13,17.0,10.0,3705.39,148,74,41904,2024-03-18 22:09:49,paid,2024-03
126143,41918,148,9,1235.13,17.0,10.0,11116.17,148,74,41918,2025-03-08 14:57:12,paid,2025-03
126930,42179,147,2,3400.77,17.0,5.0,6801.54,147,74,42179,2022-10-30 01:21:20,paid,2022-10
126969,42190,148,7,1235.13,17.0,10.0,8645.91,148,74,42190,2024-05-10 06:20:38,paid,2024-05
127844,42480,148,6,1235.13,17.0,10.0,7410.78,148,74,42480,2020-12-29 05:53:17,paid,2020-12
128147,42582,148,9,1235.13,17.0,10.0,11116.17,148,74,42582,2026-11-17 15:52:01,paid,2026-11
128597,42734,486,6,1758.87,18.0,0.0,10553.22,486,240,42734,2026-01-12 11:17:50,paid,2026-01
128639,42747,486,1,1758.87,18.0,0.0,1758.87,486,240,42747,2025-05-31 20:18:47,paid,2025-05
128884,42826,148,10,1235.13,17.0,10.0,12351.3,148,74,42826,2026-04-12 19:53:21,paid,2026-04
128965,42852,147,5,3400.77,17.0,5.0,17003.85,147,74,42852,2021-11-19 02:12:53,paid,2021-11
129660,43101,486,9,1758.87,18.0,0.0,15829.83,486,240,43101,2024-02-28 23:21:05,cancelled,2024-02
129964,43200,148,8,1235.13,17.0,10.0,9881.04,148,74,43200,2023-11-14 17:21:50,paid,2023-11
130457,43364,486,9,1758.87,18.0,0.0,15829.83,486,240,43364,2022-04-17 15:55:00,paid,2022-04
131173,43607,148,5,1235.13,17.0,10.0,6175.65,148,74,43607,2023-04-06 15:25:05,paid,2023-04
131439,43699,147,4,3400.77,17.0,5.0,13603.08,147,74,43699,2021-12-23 19:47:46,paid,2021-12
131486,43715,147,9,3400.77,17.0,5.0,30606.93,147,74,43715,2026-03-16 03:07:25,confirmed,2026-03
131550,43733,486,5,1758.87,18.0,0.0,8794.35,486,240,43733,2026-12-17 09:26:39,paid,2026-12
131680,43775,486,10,1758.87,18.0,0.0,17588.7,486,240,43775,2025-05-25 11:40:02,confirmed,2025-05
131756,43799,148,2,1235.13,17.0,10.0,2470.26,148,74,43799,2022-03-05 14:24:23,paid,2022-03
132045,43892,486,5,1758.87,18.0,0.0,8794.35,486,240,43892,2026-04-15 17:05:55,paid,2026-04
132477,44047,486,8,1758.87,18.0,0.0,14070.96,486,240,44047,2026-10-17 20:42:56,paid,2026-10
132485,44049,486,2,1758.87,18.0,0.0,3517.74,486,240,44049,2025-12-05 18:34:15,confirmed,2025-12
132840,44167,148,2,1235.13,17.0,10.0,2470.26,148,74,44167,2022-02-06 23:52:51,paid,2022-02
133716,44462,148,5,1235.13,17.0,10.0,6175.65,148,74,44462,2020-11-21 10:46:49,paid,2020-11
134376,44683,148,8,1235.13,17.0,10.0,9881.04,148,74,44683,2020-12-04 05:26:35,confirmed,2020-12
134780,44818,486,9,1758.87,18.0,0.0,15829.83,486,240,44818,2022-08-28 21:24:28,confirmed,2022-08
134796,44825,148,7,1235.13,17.0,10.0,8645.91,148,74,44825,2025-09-03 10:57:27,paid,2025-09
135087,44923,147,10,3400.77,17.0,5.0,34007.7,147,74,44923,2025-11-10 17:23:20,paid,2025-11
135655,45112,147,4,3400.77,17.0,5.0,13603.08,147,74,45112,2024-11-19 02:50:42,paid,2024-11
135976,45215,486,4,1758.87,18.0,0.0,7035.48,486,240,45215,2024-01-11 13:25:47,paid,2024-01
136179,45281,148,4,1235.13,17.0,10.0,4940.52,148,74,45281,2023-04-13 13:40:29,paid,2023-04
136569,45409,147,10,3400.77,17.0,5.0,34007.7,147,74,45409,2023-12-19 12:09:01,paid,2023-12
136622,45428,148,2,1235.13,17.0,10.0,2470.26,148,74,45428,2023-02-07 10:09:15,cancelled,2023-02
136651,45439,486,9,1758.87,18.0,0.0,15829.83,486,240,45439,2021-11-25 04:37:47,paid,2021-11
137226,45637,148,8,1235.13,17.0,10.0,9881.04,148,74,45637,2026-04-12 02:21:41,paid,2026-04
137841,45834,148,9,1235.13,17.0,10.0,11116.17,148,74,45834,2023-11-12 07:42:52,paid,2023-11
138176,45946,148,2,1235.13,17.0,10.0,2470.26,148,74,45946,2023-04-28 19:39:06,paid,2023-04
139052,46233,147,1,3400.77,17.0,5.0,3400.77,147,74,46233,2020-01-05 21:45:00,paid,2020-01
139609,46425,148,9,1235.13,17.0,10.0,11116.17,148,74,46425,2026-11-22 21:08:40,draft,2026-11
139650,46440,148,5,1235.13,17.0,10.0,6175.65,148,74,46440,2022-10-25 06:55:48,paid,2022-10
139705,46459,486,9,1758.87,18.0,0.0,15829.83,486,240,46459,2021-07-11 20:14:43,draft,2021-07
140122,46586,486,1,1758.87,18.0,0.0,1758.87,486,240,46586,2023-10-22 06:48:26,paid,2023-10
140755,46792,486,5,1758.87,18.0,0.0,8794.35,486,240,46792,2022-04-21 16:15:52,paid,2022-04
141007,46872,148,10,1235.13,17.0,10.0,12351.3,148,74,46872,2022-05-24 12:43:48,draft,2022-05
141147,46923,148,10,1235.13,17.0,10.0,12351.3,148,74,46923,2026-02-20 03:46:48,paid,2026-02
141575,47062,147,8,3400.77,17.0,5.0,27206.16,147,74,47062,2022-11-28 02:43:00,paid,2022-11
141651,47086,486,3,1758.87,18.0,0.0,5276.61,486,240,47086,2022-01-30 01:25:37,paid,2022-01
141681,47096,486,1,1758.87,18.0,0.0,1758.87,486,240,47096,2023-10-14 10:41:10,paid,2023-10
142031,47224,148,1,1235.13,17.0,10.0,1235.13,148,74,47224,2023-03-09 16:52:20,paid,2023-03
143024,47550,147,5,3400.77,17.0,5.0,17003.85,147,74,47550,2025-03-17 21:56:40,draft,2025-03
143255,47621,148,10,1235.13,17.0,10.0,12351.3,148,74,47621,2026-09-13 20:19:42,draft,2026-09
143353,47656,147,6,3400.77,17.0,5.0,20404.62,147,74,47656,2023-02-22 06:35:01,paid,2023-02
143432,47680,486,10,1758.87,18.0,0.0,17588.7,486,240,47680,2026-02-10 14:18:28,paid,2026-02
144445,48012,147,3,3400.77,17.0,5.0,10202.31,147,74,48012,2024-03-19 03:45:46,paid,2024-03
144646,48083,148,2,1235.13,17.0,10.0,2470.26,148,74,48083,2024-02-15 17:04:04,paid,2024-02
144719,48113,147,10,3400.77,17.0,5.0,34007.7,147,74,48113,2025-03-27 12:23:13,paid,2025-03
144761,48127,486,1,1758.87,18.0,0.0,1758.87,486,240,48127,2022-08-07 15:15:27,paid,2022-08
144783,48136,147,1,3400.77,17.0,5.0,3400.77,147,74,48136,2024-08-12 07:57:00,paid,2024-08
144926,48183,486,3,1758.87,18.0,0.0,5276.61,486,240,48183,2025-02-15 12:21:43,paid,2025-02
145437,48353,147,2,3400.77,17.0,5.0,6801.54,147,74,48353,2020-05-30 02:30:58,paid,2020-05
145592,48402,486,5,1758.87,18.0,0.0,8794.35,486,240,48402,2023-09-11 08:55:31,paid,2023-09
145608,48408,148,10,1235.13,17.0,10.0,12351.3,148,74,48408,2025-04-28 01:58:42,paid,2025-04
146149,48581,148,5,1235.13,17.0,10.0,6175.65,148,74,48581,2023-06-15 10:59:14,paid,2023-06
146179,48589,148,3,1235.13,17.0,10.0,3705.39,148,74,48589,2023-08-07 09:51:41,paid,2023-08
146526,48711,147,2,3400.77,17.0,5.0,6801.54,147,74,48711,2022-10-21 08:30:36,paid,2022-10
147592,49074,148,9,1235.13,17.0,10.0,11116.17,148,74,49074,2024-02-14 00:59:37,paid,2024-02
148121,49247,486,3,1758.87,18.0,0.0,5276.61,486,240,49247,2026-01-01 17:25:33,paid,2026-01
148295,49308,486,5,1758.87,18.0,0.0,8794.35,486,240,49308,2020-12-17 18:07:48,paid,2020-12
148375,49338,486,10,1758.87,18.0,0.0,17588.7,486,240,49338,2025-06-07 06:27:52,confirmed,2025-06
148675,49437,147,3,3400.77,17.0,5.0,10202.31,147,74,49437,2026-02-09 15:20:14,paid,2026-02
149359,49668,486,3,1758.87,18.0,0.0,5276.61,486,240,49668,2024-12-30 02:34:28,paid,2024-12
149463,49706,148,1,1235.13,17.0,10.0,1235.13,148,74,49706,2026-03-25 00:11:05,paid,2026-03
149969,49876,147,3,3400.77,17.0,5.0,10202.31,147,74,49876,2025-12-14 12:42:55,cancelled,2025-12
